H,He,Li,Be,B,C,N,O,F,Ne
1.7873050343574022,3.1024620302644355,3.786782012639975,5.115126145320323,6.30805663533221,5.733930067845594,6.736119516282585,7.7303841285320045,8.727961089170156,9.725462631206584
2.2920544548929462,3.625152907451581,2.9852289443644144,4.1761393172190875,5.250778877792966,2.16082008652189,2.6737402871397484,3.132989257909621,3.624594885687823,4.121399390538634
1.4994841152878573,2.3093519719911813,-0.943856504903747,-1.4010805579686638,-1.8335088307836294,-1.5702653928707315,-1.8645024011504405,-2.104782085487487,-2.3770825592171305,-2.6538805384147794
