H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca
-3.3892262231437433,-7.5966803099425135,-3.8695500919579913,-5.075869158552086,-6.216956502818451,-7.3762092384110804,-8.556525267990216,-9.710753437525812,-10.880983172947197,-12.04964077112505,-10.851080455487498,-11.869402619255395,-12.855618510877367,-13.862051673219622,-14.87413257425911,-15.896457714987354,-16.912718087618533,-17.934208234717886,-18.938177425180857,-19.98515045435374
0.843188648537947,1.8497337482215717,0.8714563336855725,1.1475489423460072,1.3994725253184044,1.657590387987402,1.9277209380473581,2.1793024184284073,2.442275707285301,2.706331811022829,1.9358712458979281,2.0221019982233197,2.1651973585192272,2.333335619858751,2.5103644163557357,2.690410729147344,2.8788066869422315,3.06644468573716,1.6051593040511414,1.488912539893596
0.9867604044495654,2.183183016432651,1.0351009348066762,1.3648500867162658,1.6673294260533287,1.9778176921989532,2.303071295459776,2.6077826950351364,2.9266638976602266,3.247874303167501,2.388818747008067,2.4855334209676454,2.6531074265414634,2.853947644302739,3.0669720676658057,3.2844206112852468,3.512258452552162,3.7392067470458077,5.307226771079981,4.53800650200052
2.1800656292750142,4.759904704217277,2.3900561226940207,3.176684063784416,3.9056503639426827,4.65313137400255,5.433992914901002,6.174492885604355,6.94755735508688,7.728757919344381,6.630720374533298,6.8349791691343,7.333830406522191,7.9002596738936015,8.48986333081058,9.08498587088194,9.710438439253586,10.328453280739891,15.432330177929067,15.150487094584612
