exps_1,coefs_1s,exps_2,coefs_2s,coefs_2p,exps_3,coefs_3s,coefs_3p,coefs_3d,exps_4,coefs_4s,coefs_4p,coefs_4d
0.2710300730114732,0.9999999999736842,0.1370653739268736,1.0000000000021338,0.9999999999978662,0.09033779643181414,1.0,0.9999999999956475,1.0000000000021763,0.05564319434995362,1.0000000000007312,1.0000000000003653,1.0000000000003655
